26.650967,80.286687,7.480309
28.414354,80.793891,4.808939
35.393638,80.642710,6.065369
34.241179,81.220983,3.400625
33.647801,80.811839,3.654403
33.495030,80.105727,4.081798
33.503322,80.168057,3.987163
39.359502,82.330744,5.004366
33.613004,83.445208,7.023650
34.294510,84.767761,6.004726
41.193610,87.078822,9.531109
38.527753,88.615332,16.833151
29.486141,89.673982,36.065232
30.736568,90.087585,47.261468
34.069484,90.903808,56.276958
23.621251,90.517257,61.481028
22.454986,91.940301,63.505736
21.234876,93.715346,65.236493
20.319752,94.756844,65.072677
37.169627,94.014146,64.029795
38.833814,93.790751,62.296920
38.494510,91.829088,60.609602
38.210101,87.868180,58.898678
34.614462,86.985033,57.565210
39.739880,83.079078,54.909440
40.985210,78.189063,52.713283
34.562538,75.280042,51.796305
33.981471,73.014687,49.543543
34.111985,73.266574,46.662896
33.579783,68.601253,45.894991
29.495630,64.480105,47.080214
28.372211,61.987502,46.163128
29.140553,60.075929,45.861563
26.213634,59.572720,43.222284
26.805765,57.335208,43.689686
12.200878,52.362493,42.376410
19.282493,52.236525,39.578209
13.589186,51.554653,36.790540
16.386184,50.090617,40.977311
16.383128,49.700743,40.084916
15.854205,48.603440,38.861067
11.197976,47.621793,39.230428
8.727408,46.764944,38.226179
11.355055,44.949866,38.595091
12.666899,45.366249,35.736215
11.361487,45.413774,35.260565
12.598608,44.953650,35.750528
9.364509,44.240663,35.459209
9.493968,45.485042,34.338604
8.358577,43.666861,38.899450
7.779444,43.110891,38.573996
7.235922,43.638383,38.675324
6.710285,44.083258,39.535904
6.708339,44.079138,39.526547
6.707727,44.078641,39.525432
8.086941,44.703726,36.220973
8.086833,44.703713,36.220799
8.898671,45.132134,36.015056
8.898671,45.132134,36.015056
8.862368,43.826720,36.759831
8.026733,44.629826,35.078786
8.026026,44.628672,35.076092
8.026626,44.627381,35.075719
8.026369,44.627038,35.075519
10.845121,43.114709,35.102874
10.839413,43.115624,35.103369
10.766049,43.335866,36.179975
10.636483,43.203219,35.891421
10.633367,43.202128,35.889500
10.633955,43.201625,35.887625
11.906309,43.117625,32.364449
11.906587,43.117529,32.364186
11.908250,43.108966,32.339912
11.911366,43.051217,32.199330
12.246150,42.748895,29.773754
12.223791,42.724871,29.651048
12.223791,42.724871,29.651048
9.286148,43.995554,31.927260
9.459119,43.964855,31.779098
9.467036,43.959473,31.766475
9.537990,44.402750,34.483653
10.462368,44.524654,32.152850
10.297467,44.512100,32.970531
9.173292,43.729784,31.409179
10.403405,45.325671,31.053984
11.161951,45.373542,28.152622
11.158214,45.372415,28.151093
10.828031,45.321737,28.278315
12.002468,43.610942,28.778729
12.008707,43.609363,28.770969
12.008707,43.609363,28.770969
12.008707,43.609363,28.770969
13.176825,41.669494,33.917534
13.072985,41.666655,33.933260
13.062134,41.667110,33.936950
13.061834,41.667030,33.936783
13.061834,41.667030,33.936783
13.061674,41.667049,33.936946
12.158755,41.729675,34.357403
10.963085,41.744727,34.432524
11.103591,41.760747,34.473491
11.103591,41.760747,34.473491
11.514868,41.470734,34.123623
11.627550,40.549822,33.735019
11.041392,40.218745,35.537916
11.049922,40.216986,35.531999
11.171091,39.959667,35.216919
11.166687,39.947534,35.181032
10.448947,37.323076,32.744697
10.439205,35.593885,29.688628
11.172630,36.004502,21.473200
